Title,Price,Bedrooms,Bathrooms,Property_Type,BER_Rating,Latitude,Longitude,Address,Country
"Kimego West, Caherciveen, Cahersiveen, Co. Kerry, V23DF83",417500,3,2.0,Detached,C3,51.962828,-10.261234,"Kimego West, Caherciveen, Cahersiveen, Co. Kerry, V23DF83",Kerry
"Gladree, Belmullet, Co. Mayo",50000,0,0.0,Site,,54.25833990202773,-10.0645564,"Gladree, Belmullet, Co. Mayo",Mayo
"Gladree, Belmullet, Co. Mayo",70000,0,0.0,Site,,54.26398040223606,-10.06326136,"Gladree, Belmullet, Co. Mayo",Mayo
"58 Clonsilla Road, Blanchardstown, Dublin 15, D15KD2V",495000,4,2.0,Semi-D,G,53.386008,-6.384986,"58 Clonsilla Road, Blanchardstown, Dublin 15, D15KD2V",Dublin
"Gortnaskeha, Ballybunion, Co. Kerry",50000,0,0.0,Site,,52.50841229435207,-9.628804347,"Gortnaskeha, Ballybunion, Co. Kerry",Kerry
Graigueagowan,35000,0,0.0,Site,,53.120782,-8.258924,Graigueagowan,Galway
"Derrygowna, Lanesborough, Co. Longford, N39PT88",49000,0,0.0,Site,,53.613648,-7.916486,"Derrygowna, Lanesborough, Co. Longford, N39PT88",Longford
"Riverside Manor, Kilcullen, Co. Kildare",2500000,0,0.0,Site,,53.1302865,-6.7452791,"Riverside Manor, Kilcullen, Co. Kildare",Kildare
"Coolboy Little, Letterkenny, Co. Donegal",90000,0,0.0,Site,,54.99257699751036,-7.737898411,"Coolboy Little, Letterkenny, Co. Donegal",Donegal
"Seashore, Doon East, Ballybunion, Co. Kerry, V31Y263",695000,6,5.0,Detached,B3,52.526701,-9.670125,"Seashore, Doon East, Ballybunion, Co. Kerry, V31Y263",Kerry
"Coolnamara, Borris, Co. Carlow",120000,0,0.0,Site,,52.55229785,-6.90756707,"Coolnamara, Borris, Co. Carlow",Carlow
"Glennamucklagh East, Newmarket, Co. Cork",30000,0,0.0,Site,,52.226394,-9.115923,"Glennamucklagh East, Newmarket, Co. Cork",Cork
"Ashwell Hills, Cashel, Co. Tipperary",Price on Application,5,3.0,Detached,A2,52.51251719946919,-7.895558355,"Ashwell Hills, Cashel, Co. Tipperary",Tipperary
"Knock North, Cross, Co. Mayo",65000,0,0.0,Site,,53.547296768958006,-9.237062384,"Knock North, Cross, Co. Mayo",Mayo
"Knockacullen, Dromore West, Co. Sligo",Price on Application,0,0.0,Site,,54.25030887736958,-8.877200517,"Knockacullen, Dromore West, Co. Sligo",Sligo
"Knockshambo, Belmullet, Co. Mayo",45000,0,0.0,Site,,54.25062334564095,-9.92189642,"Knockshambo, Belmullet, Co. Mayo",Mayo
"Boherdurrow, Banagher, Co. Offaly, R42K576",Price on Application,4,1.0,Detached,E1,53.171447,-7.943701,"Boherdurrow, Banagher, Co. Offaly, R42K576",Offaly
"Cluin, Allihies, Beara, Co Cork, P75PN25",340000,5,2.0,Semi-D,C2,51.640082,-10.044141,"Cluin, Allihies, Beara, Co Cork, P75PN25",Cork
"Lisgowel, Breaffy, Castlebar, Co. Mayo",Price on Application,0,0.0,Site,,53.84188001,-9.2285539,"Lisgowel, Breaffy, Castlebar, Co. Mayo",Mayo
"7 Carraig Dún, Ballymacprior, Killorglin, Co. Kerry, V93T658",375000,5,4.0,Detached,A2,52.115583,-9.784046,"7 Carraig Dún, Ballymacprior, Killorglin, Co. Kerry, V93T658",Kerry
"Site 15, Deerpark Heights, Charleville, Co. Cork",50000,0,0.0,Site,,52.3636,-8.683396,"Site 15, Deerpark Heights, Charleville, Co. Cork",Cork
"Rathshillane, Tacumshane, Co. Wexford",Price on Application,1,1.0,Detached,SI_666,52.2046278,-6.4029579,"Rathshillane, Tacumshane, Co. Wexford",Wexford
"19 Clonmult Terrace, Midleton, Co. Cork, P25Y322",160000,3,1.0,Terrace,F,51.917276,-8.167513,"19 Clonmult Terrace, Midleton, Co. Cork, P25Y322",Cork
"1 Sandycove Beach Villas, Owenahincha, Rosscarbery, Co. Cork, P85DK29",325000,3,2.0,Semi-D,C2,51.567608,-9.000558,"1 Sandycove Beach Villas, Owenahincha, Rosscarbery, Co. Cork, P85DK29",Cork
"Mollaneen, Dysert, Ennis, Co. Clare, V95HE29",40000,0,0.0,Site,,52.904606,-9.056445,"Mollaneen, Dysert, Ennis, Co. Clare, V95HE29",Clare
"Toghergar, Ballinamore Bridge, Ballinasloe, Co. Galway, H53H966",Price on Application,0,0.0,Site,,53.500773,-8.364837,"Toghergar, Ballinamore Bridge, Ballinasloe, Co. Galway, H53H966",Galway
"Belmont, Tuam, Co. Galway",32500,0,0.0,Site,,53.62492979593495,-8.968407862,"Belmont, Tuam, Co. Galway",Galway
"BREAFFY WOODS HOTEL, Breaffy House Resort, Breaffy, Co. Mayo, F23R599",275000,2,2.0,Apartment,C2,53.844809,-9.236802,"BREAFFY WOODS HOTEL, Breaffy House Resort, Breaffy, Co. Mayo, F23R599",Mayo
"19 Clonmult Terrace, Midleton, Midleton, Co. Cork, P25Y322",160000,2,1.0,Terrace,F,51.917276,-8.167513,"19 Clonmult Terrace, Midleton, Midleton, Co. Cork, P25Y322",Cork
"Coolcotts, Wexford Town, Co. Wexford",Price on Application,0,0.0,Site,,52.338552860426944,-6.511097956,"Coolcotts, Wexford Town, Co. Wexford",Wexford
"Knockadikeen, Loughrea, Co. Galway",55000,0,0.0,Site,,53.20038978,-8.570215907,"Knockadikeen, Loughrea, Co. Galway",Galway
"BREAFFY WOODS HOTEL, Breaffy House Resort, Castlebar, Co. Mayo, F23R599",275000,2,2.0,Apartment,C2,53.844809,-9.236802,"BREAFFY WOODS HOTEL, Breaffy House Resort, Castlebar, Co. Mayo, F23R599",Mayo
"Carnlough, Irishtown, Co. Mayo, F12W6X9",105000,4,1.0,Detached,SI_666,53.66241044593573,-8.904001289,"Carnlough, Irishtown, Co. Mayo, F12W6X9",Mayo
"Kilcolumb, Ballymoe, Co. Galway",25000,0,0.0,Site,,53.62923525358429,-8.471144747,"Kilcolumb, Ballymoe, Co. Galway",Galway
"Dunwiley, Stranorlar, Co. Donegal",Price on Application,0,0.0,Site,,54.806916247990046,-7.770093176,"Dunwiley, Stranorlar, Co. Donegal",Donegal
"Gortnagrace, Castlefin, Co. Donegal",45000,0,0.0,Site,,54.75454326273257,-7.592716033,"Gortnagrace, Castlefin, Co. Donegal",Donegal
"Hogans Bar, Main Street, Corofin, Co. Clare",275000,4,2.0,Terrace,C1,52.944834425883016,-9.063972341,"Hogans Bar, Main Street, Corofin, Co. Clare",Clare
"Deerpark, Manorhamilton, Co. Leitrim",79950,0,0.0,Site,,54.31387315659774,-8.170626969,"Deerpark, Manorhamilton, Co. Leitrim",Leitrim
"Loughaunroe West, Ballyshrule, Portumna, Co. Galway",50000,0,0.0,Site,,53.10106310716509,-8.319408431,"Loughaunroe West, Ballyshrule, Portumna, Co. Galway",Galway
"Old Park House, Castlemagarret Park Old, Claremorris, Co. Mayo, F12CR60",250000,3,1.0,Detached,C3,53.693372,-8.987199,"Old Park House, Castlemagarret Park Old, Claremorris, Co. Mayo, F12CR60",Mayo
"Kilconlea Lower, Abbeyfeale, Co. Limerick",75000,0,0.0,Site,,52.36193292403837,-9.324805195,"Kilconlea Lower, Abbeyfeale, Co. Limerick",Limerick
"Stoney Springs, Drummin Lane, Delgany, Co Wicklow, A63VK63",945000,4,2.0,Detached,C1,53.120874,-6.102568,"Stoney Springs, Drummin Lane, Delgany, Co Wicklow, A63VK63",Wicklow
"Glenbrook House, on c.3.3 Acres, Priory Road, Delgany, Co. Wicklow, A63EA26",3250000,7,4.0,Detached,SI_666,53.127854,-6.084344,"Glenbrook House, on c.3.3 Acres, Priory Road, Delgany, Co. Wicklow, A63EA26",Wicklow
"Caravan Road, Dungloe, Co. Donegal, F94Y0C0",Price on Application,4,1.0,Bungalow,D2,54.945505,-8.359199,"Caravan Road, Dungloe, Co. Donegal, F94Y0C0",Donegal
"Feard, Kilbaha, Co. Clare",20000,0,0.0,Site,,52.59564948411071,-9.820008803,"Feard, Kilbaha, Co. Clare",Clare
"Presbytery, Ennis Road, Newmarket on Fergus, Co. Clare, V95C5P1",375000,5,3.0,Detached,F,52.762531,-8.89736,"Presbytery, Ennis Road, Newmarket on Fergus, Co. Clare, V95C5P1",Clare
"Stonestown, Cloghan, Co. Offaly",20000,0,0.0,Site,,53.21050165,-7.87595167,"Stonestown, Cloghan, Co. Offaly",Offaly
"Macetown, Cloughan, Mullingar, Co. Westmeath",75000,0,0.0,Site,,53.550715213392095,-7.261956608,"Macetown, Cloughan, Mullingar, Co. Westmeath",Westmeath
"Circa 1 Acre Site, Summerhill, Ardmore, Co. Waterford",Price on Application,0,0.0,Site,,51.97683066200665,-7.780128986,"Circa 1 Acre Site, Summerhill, Ardmore, Co. Waterford",Waterford
"Forth Commons, Murrintown, Co. Wexford, Y35P7D2",385000,4,3.0,Detached,C1,52.315013,-6.546204,"Forth Commons, Murrintown, Co. Wexford, Y35P7D2",Wexford
"Circa 0.766 acre site at Cloonrane, Ballindine, Co. Mayo",35000,0,0.0,Site,,53.64925624479935,-8.930501358,"Circa 0.766 acre site at Cloonrane, Ballindine, Co. Mayo",Mayo
"Clarin House, Stradbally East, Clarinbridge, Co. Galway, H91E6EC",2225000,5,5.0,Detached,B3,53.226558,-8.852275,"Clarin House, Stradbally East, Clarinbridge, Co. Galway, H91E6EC",Galway
"Kilkinlea Upper, Abbeyfeale, Co. Limerick",110000,0,0.0,Site,,52.38303234,-9.29938423,"Kilkinlea Upper, Abbeyfeale, Co. Limerick",Limerick
"Ref 1063 - Site at Killoluaig, Portmagee, Co. Kerry",55000,0,0.0,Site,,51.881828831274845,-10.270428,"Ref 1063 - Site at Killoluaig, Portmagee, Co. Kerry",Kerry
"Lissannymore, Killinkere, Co. Cavan",45000,0,0.0,Site,,53.88601039193131,-7.10256225,"Lissannymore, Killinkere, Co. Cavan",Cavan
"Doonflinn Lower, Skreen, Co. Sligo",35000,0,0.0,Site,,54.23910349374742,-8.756322531,"Doonflinn Lower, Skreen, Co. Sligo",Sligo
"Tishmore, Carraroe, Co. Galway, H91R9F4",180000,4,1.0,Detached,G,53.246358,-9.605303,"Tishmore, Carraroe, Co. Galway, H91R9F4",Galway
"Bohergeela, Meanus, Meanus, Co. Limerick, V35WA21",80000,0,0.0,Site,,52.509041,-8.603934,"Bohergeela, Meanus, Meanus, Co. Limerick, V35WA21",Limerick
"60 Crossbane Road, Armagh, Co. Armagh",427479,6,3.0,Detached,,54.20054610575096,-6.764722023,"60 Crossbane Road, Armagh, Co. Armagh",Armagh
"Brackloon, Ballyhaunis, Co. Mayo",110000,3,0.0,Detached,SI_666,53.79175610719179,-8.711403461,"Brackloon, Ballyhaunis, Co. Mayo",Mayo
"Leahies, Foynes, Co. Limerick",115000,0,0.0,Site,,52.608497,-9.123429,"Leahies, Foynes, Co. Limerick",Limerick
"Gortnara, Claremorris, Co. Mayo",37500,0,0.0,Site,,53.77681361108307,-9.035210781,"Gortnara, Claremorris, Co. Mayo",Mayo
"Brackloon, Ballyhaunis, Co. Mayo",110000,3,0.0,Detached,SI_666,53.79646735,-8.71448257,"Brackloon, Ballyhaunis, Co. Mayo",Mayo
"Aughnish, Ramelton, Co. Donegal",50000,0,0.0,Site,,55.038725,-7.607076,"Aughnish, Ramelton, Co. Donegal",Donegal
"The Old Oratory, O'Connell Street, Cahersiveen, Co. Kerry, V23YW54",130000,4,2.0,End of Terrace,SI_666,51.946642,-10.225737,"The Old Oratory, O'Connell Street, Cahersiveen, Co. Kerry, V23YW54",Kerry
"Bonniconlon West, Ballina, Co. Mayo",65000,0,0.0,Site,,54.10682056470796,-9.025796226,"Bonniconlon West, Ballina, Co. Mayo",Mayo
"Patch, Glenamaddy, Co. Galway",25000,0,0.0,Site,,53.6055461,-8.5604032,"Patch, Glenamaddy, Co. Galway",Galway
"Devlis, Ballyhaunis, Co. Mayo",25000,0,0.0,Site,,53.75727898709499,-8.755331122,"Devlis, Ballyhaunis, Co. Mayo",Mayo
"Nolagh, Ballinalack, Co. Westmeath",60000,0,0.0,Site,,53.63104961057101,-7.478288995,"Nolagh, Ballinalack, Co. Westmeath",Westmeath
"Robinstown, Glenmore, Glenmore, Co. Kilkenny",85000,0,0.0,Site,,52.34934777,-7.053067088,"Robinstown, Glenmore, Glenmore, Co. Kilkenny",Kilkenny
"Cloonfaulus, Kilkelly, Co. Mayo",50000,0,0.0,Site,,53.87739286353613,-8.727800382,"Cloonfaulus, Kilkelly, Co. Mayo",Mayo
"Mountbell, Killeagh, Co. Cork",100000,0,0.0,Site,,51.93349331,-8.009642474,"Mountbell, Killeagh, Co. Cork",Cork
"Cloonarrow, Castlerea, Co. Roscommon",20000,0,0.0,Site,,53.79747551488097,-8.492726438,"Cloonarrow, Castlerea, Co. Roscommon",Roscommon
,,0,0.0,,,,,,Wicklow
"Church road Ballydesmond Mallow Co Cork, Ballydesmond, Co. Cork",50000,0,0.0,Site,,52.18205049377187,-9.232400543,"Church road Ballydesmond Mallow Co Cork, Ballydesmond, Co. Cork",Cork
"Kiltrasna, Headford, Co. Galway, H91F5F1",450000,4,2.0,Detached,C1,53.430863,-9.098289,"Kiltrasna, Headford, Co. Galway, H91F5F1",Galway
"Brackloon, Ballyhaunis, Co. Mayo",110000,0,0.0,Site,,53.79229383770095,-8.71035962,"Brackloon, Ballyhaunis, Co. Mayo",Mayo
"Ballynagraigue, Duagh, Co. Kerry",50000,0,0.0,Site,,52.37611674597528,-9.333086841,"Ballynagraigue, Duagh, Co. Kerry",Kerry
"Chatsworth, Castlecomer, Kilkenny, Co. Kilkenny",50000,0,0.0,Site,,52.70960759910881,-7.325507122,"Chatsworth, Castlecomer, Kilkenny, Co. Kilkenny",Kilkenny
"Ballynagraigue, Abbeyfeale, Co. Limerick",50000,0,0.0,Site,,52.37637518532688,-9.330105803,"Ballynagraigue, Abbeyfeale, Co. Limerick",Limerick
"Clonamery, Inistioge, Co. Kilkenny",90000,0,0.0,Site,,52.471734,-7.025006,"Clonamery, Inistioge, Co. Kilkenny",Kilkenny
"Buttercup Cottage, Prosperous Road, Clane, Co. Kildare, W91X3Y6",320000,3,1.0,Semi-D,F,53.290263,-6.699972,"Buttercup Cottage, Prosperous Road, Clane, Co. Kildare, W91X3Y6",Kildare
"0.20 Hectare/0.494 Acre Site at Ballinaclash,Folio WX19642F, Blackwater, Co. Wexford, Y21KW92",45000,0,0.0,Site,,52.426113,-6.357709,"0.20 Hectare/0.494 Acre Site at Ballinaclash,Folio WX19642F, Blackwater, Co. Wexford, Y21KW92",Wexford
"Farranacoush, Sherkin Island, Co. Cork, P81HP97",Price on Application,4,3.0,Detached,D2,51.481021,-9.40198,"Farranacoush, Sherkin Island, Co. Cork, P81HP97",Cork
"Bogside, Dunkineely, Co. Donegal",30000,0,0.0,Site,,54.63723,-8.366459,"Bogside, Dunkineely, Co. Donegal",Donegal
"Rinn, Mohill, Co. Leitrim",75000,0,0.0,Site,,53.88818737487898,-7.841131362,"Rinn, Mohill, Co. Leitrim",Leitrim
"21 Brittas Bay Park, Brittas Bay, County Wicklow, A67DX71",395000,3,2.0,Detached,C3,52.878197,-6.073626,"21 Brittas Bay Park, Brittas Bay, County Wicklow, A67DX71",Wicklow
"Roseville House Desert Cross, Enniskeane, Co. Cork, P47Y135",375000,4,2.0,Detached,G,51.731757,-8.902459,"Roseville House Desert Cross, Enniskeane, Co. Cork, P47Y135",Cork
"20 The Stables, Woodstown, Co. Waterford, X91P9H3",280000,3,3.0,Semi-D,C3,52.19925,-6.988719,"20 The Stables, Woodstown, Co. Waterford, X91P9H3",Waterford
"Cootehill Rd. Drumalee, Cavan, Co. Cavan",Price on Application,0,0.0,Site,,53.99861468,-7.354932241,"Cootehill Rd. Drumalee, Cavan, Co. Cavan",Cavan
"57 North Street, Skibbereen, Co. Cork, P81XD74",125000,3,3.0,Townhouse,F,51.550353,-9.265218,"57 North Street, Skibbereen, Co. Cork, P81XD74",Cork
"Killargue, Killarga, Co. Leitrim, F91ER88",Price on Application,8,2.0,Detached,F,54.229696,-8.209936,"Killargue, Killarga, Co. Leitrim, F91ER88",Leitrim
"Sandyhill, Charlestown, Sligo, Co. Sligo, F12T922",75000,3,1.0,Bungalow,G,53.973882,-8.792226,"Sandyhill, Charlestown, Sligo, Co. Sligo, F12T922",Sligo
,,0,0.0,,,,,,Kildare
"Claddagh, Kilfinnan, Glandore, Co. Cork, P81YP23",850000,4,4.0,Detached,C1,51.559158,-9.099098,"Claddagh, Kilfinnan, Glandore, Co. Cork, P81YP23",Cork
"Milltown, Milltown, Co. Galway",75000,0,0.0,Site,,53.61462826621482,-8.922587846,"Milltown, Milltown, Co. Galway",Galway
"College Street, Castlegregory, Co. Kerry, V92P8C7",310000,3,2.0,Detached,C2,52.25334,-10.021189,"College Street, Castlegregory, Co. Kerry, V92P8C7",Kerry
"Main Street, Kanturk, Co. Cork, P51V2Y0",Price on Application,3,2.0,Townhouse,E2,52.177057,-8.905638,"Main Street, Kanturk, Co. Cork, P51V2Y0",Cork
"Greenane, Kanturk, Co. Cork",Price on Application,0,0.0,Site,,52.175938436182165,-8.900411725,"Greenane, Kanturk, Co. Cork",Cork
"Yoletown, Wellingtonbridge, Co. Wexford",Price on Application,0,0.0,Site,,52.27511999651111,-6.805976696,"Yoletown, Wellingtonbridge, Co. Wexford",Wexford
"Portalecka, Ruan Village, Ennis, Co. Clare",92500,0,0.0,Site,,52.92620245904814,-8.995574652,"Portalecka, Ruan Village, Ennis, Co. Clare",Clare
,,0,0.0,,,,,,Meath
"3 Cois Na Habhann, Cloyne, Co. Cork, P25RY27",Price on Application,3,3.0,Semi-D,B3,51.865797,-8.118709,"3 Cois Na Habhann, Cloyne, Co. Cork, P25RY27",Cork
"Residential Site, Graigue, Thurles, Co. Tipperary",20000,0,0.0,Site,,52.632381,-7.811152,"Residential Site, Graigue, Thurles, Co. Tipperary",Tipperary
"Churchfield, Knock, Co. Mayo, F12P939",495000,6,5.0,Detached,B1,53.785759,-8.923402,"Churchfield, Knock, Co. Mayo, F12P939",Mayo
"Lismacanican, Mountnugent, Co. Cavan, A82W598",210000,2,1.0,Detached,SI_666,53.825711,-7.23552,"Lismacanican, Mountnugent, Co. Cavan, A82W598",Cavan
"Ballycanana, Ballysteen, Co. Limerick, V942V99",58000,0,0.0,Site,,52.640707,-8.956635,"Ballycanana, Ballysteen, Co. Limerick, V942V99",Limerick
"Site 2, Derryguiha, Kilmurry McMahon, Kilrush, Co. Clare",45000,0,0.0,Site,,52.65257,-9.276537,"Site 2, Derryguiha, Kilmurry McMahon, Kilrush, Co. Clare",Clare
"The Bungalow, Lower Ballagh, Menlough, Co. Galway, H53VY50",140000,3,2.0,Semi-D,E2,53.441218,-8.593538,"The Bungalow, Lower Ballagh, Menlough, Co. Galway, H53VY50",Galway
,,0,0.0,,,,,,Cork
"Tober, Aghamore, Aghamore, Co. Mayo, F35AH32",Price on Application,3,1.0,Detached,G,53.825851,-8.855217,"Tober, Aghamore, Aghamore, Co. Mayo, F35AH32",Mayo
"Carrowmore, Loughrea, Co. Galway",60000,0,0.0,Site,,53.21394230635099,-8.62769176,"Carrowmore, Loughrea, Co. Galway",Galway
"Ballindoolin, Edenderry",Price on Application,0,0.0,Site,,53.38723949785407,-7.042965627,"Ballindoolin, Edenderry",
"Baurnahulla, Drimoleague, Co. Cork",50000,0,0.0,Site,,51.66071547025613,-9.258185766,"Baurnahulla, Drimoleague, Co. Cork",Cork
"Meenbanad, Burtonport, Co. Donegal",59000,0,0.0,Site,,54.99562178,-8.384830467,"Meenbanad, Burtonport, Co. Donegal",Donegal
"Annaghdown, Corrandulla, Co. Galway",Price on Application,0,0.0,Site,,53.39356343,-9.06824337,"Annaghdown, Corrandulla, Co. Galway",Galway
"Derryguiha, Kilmurry Mcmahon, Co. Clare",45000,0,0.0,Site,,52.652697,-9.275947,"Derryguiha, Kilmurry Mcmahon, Co. Clare",Clare
"Cuillare, Belcarra, Belcarra, Co. Mayo, F23YY62",345000,3,3.0,Semi-D,A2,53.804039,-9.211771,"Cuillare, Belcarra, Belcarra, Co. Mayo, F23YY62",Mayo
"Cuillare, Belcarra, Castlebar, Co. Mayo, F23YY62",345000,3,3.0,Detached,A2,53.804005,-9.211735,"Cuillare, Belcarra, Castlebar, Co. Mayo, F23YY62",Mayo
"Newcestown, Bandon, Co. Cork",100000,0,0.0,Site,,51.783096,-8.862539,"Newcestown, Bandon, Co. Cork",Cork
"Clooneylyons, Strokestown, Co. Roscommon",100000,2,1.0,Detached,G,53.77842455,-8.1049288,"Clooneylyons, Strokestown, Co. Roscommon",Roscommon
"Keelwest, Dooagh, Achill, Co. Mayo",75000,0,0.0,Site,,53.97417339314683,-10.13466021,"Keelwest, Dooagh, Achill, Co. Mayo",Mayo
"Dunmore Head, Kilbaha, Kilrush, Co. Clare, V15AW82",9750000,4,4.0,Detached,A3,52.557505,-9.888748,"Dunmore Head, Kilbaha, Kilrush, Co. Clare, V15AW82",Clare
"Boherboy Gortatlea, Tralee, Co. Kerry",45000,0,0.0,Site,,52.20398599143945,-9.592828207,"Boherboy Gortatlea, Tralee, Co. Kerry",Kerry
"The Elms, Athlone, Co. Westmeath",675000,4,5.0,Detached,A1,53.42118997268366,-7.910384879,"The Elms, Athlone, Co. Westmeath",Westmeath
"Blackrock Road, Bantry, Co. Cork, P75W102",220000,3,1.0,Terrace,F,51.679403,-9.453588,"Blackrock Road, Bantry, Co. Cork, P75W102",Cork
"ROBIN HILL, Robin Hill, Cobh, Co. Cork, P24RY88",1500000,9,8.0,Detached,SI_666,51.848473,-8.311991,"ROBIN HILL, Robin Hill, Cobh, Co. Cork, P24RY88",Cork
"66 Haddington Road, Ballsbridge, Dublin 4, D04RW97",1850000,4,4.0,End of Terrace,SI_666,53.336006,-6.239334,"66 Haddington Road, Ballsbridge, Dublin 4, D04RW97",Dublin
"Tullycommons, Snugboro",90000,0,0.0,Site,,53.860871,-9.334634,"Tullycommons, Snugboro",Mayo
"Rathlaheen South, Newmarket on Fergus, Co. Clare",100000,0,0.0,Site,,52.75036935,-8.8489311,"Rathlaheen South, Newmarket on Fergus, Co. Clare",Clare
Shraheens,60000,0,0.0,Site,,53.927041,-9.937989,Shraheens,Mayo
"Aghada Hall, Aghada, Midleton, Co. Cork, P25AY74",Price on Application,5,5.0,Detached,C3,51.840713,-8.218496,"Aghada Hall, Aghada, Midleton, Co. Cork, P25AY74",Cork
"Brackloon, Ballyhaunis, Co. Mayo",110000,3,0.0,Detached,SI_666,53.79646735,-8.71448257,"Brackloon, Ballyhaunis, Co. Mayo",Mayo
"Church Road, Kilkee, Co. Clare, V15DE02",325000,4,1.0,Detached,D1,52.674605,-9.651028,"Church Road, Kilkee, Co. Clare, V15DE02",Clare
"Cloonshannagh, Rooskey, Co. Roscommon, N41F510",Price on Application,4,1.0,Detached,F,53.780542,-7.934873,"Cloonshannagh, Rooskey, Co. Roscommon, N41F510",Roscommon
"Ballinagough, Whitegate, Co. Clare, V94XTE5",475000,3,3.0,Detached,C3,52.944662,-8.387066,"Ballinagough, Whitegate, Co. Clare, V94XTE5",Clare
"Cloonkeen, Cloonkeen, Co. Mayo, F23X446",479000,5,4.0,Detached,B3,53.823496,-9.355543,"Cloonkeen, Cloonkeen, Co. Mayo, F23X446",Mayo
"Ballyhowley, Knock, Co. Mayo",70000,0,0.0,Site,,53.74535798134224,-8.968568888,"Ballyhowley, Knock, Co. Mayo",Mayo
"Arch Bar, Main Street, Herbertstown, Co. Limerick, V35T9K2",199000,3,1.0,Terrace,G,52.5204502,-8.4689084,"Arch Bar, Main Street, Herbertstown, Co. Limerick, V35T9K2",Limerick
"Corglass, Belturbet, Co. Cavan, H14NN20",275000,4,1.0,Detached,D2,54.033514,-7.470417,"Corglass, Belturbet, Co. Cavan, H14NN20",Cavan
"Laveymore, Charlestown, Co. Mayo",45000,0,0.0,Site,,53.95904648303997,-8.758331791,"Laveymore, Charlestown, Co. Mayo",Mayo
"Nan's Cottage, Tulligmore, Killorglin, Co. Kerry",100000,2,1.0,Detached,SI_666,52.10732023656252,-9.834720684,"Nan's Cottage, Tulligmore, Killorglin, Co. Kerry",Kerry
"Gortlughra, Killorglin, Co. Kerry",60000,0,0.0,Site,,52.06028621324288,-9.807820512,"Gortlughra, Killorglin, Co. Kerry",Kerry
"Callatra, Kylebrack, Co. Galway",40000,0,0.0,Site,,53.11857751619027,-8.464708378,"Callatra, Kylebrack, Co. Galway",Galway
"Turagh, Cappamore, Co. Limerick",65000,0,0.0,Site,,52.6126097,-8.333960869,"Turagh, Cappamore, Co. Limerick",Limerick
"The Mews, Killincarrig Village, Greystones, Co. Wicklow, A63N921",AMV: 550000,3,3.0,Detached,A2,53.135501,-6.078851,"The Mews, Killincarrig Village, Greystones, Co. Wicklow, A63N921",Wicklow
"Stoneybatter, Killygordon, Co. Donegal",45000,0,0.0,Site,,54.80368060736646,-7.687089211,"Stoneybatter, Killygordon, Co. Donegal",Donegal
"7 Hawthorn Road, Creagh, Ballinasloe, Co. Galway, H53NN97",449500,6,4.0,Bungalow,D1,53.328195,-8.191341,"7 Hawthorn Road, Creagh, Ballinasloe, Co. Galway, H53NN97",Galway
"Main Street, Cooraclare, Co. Clare",50000,0,0.0,Site,,52.70160735,-9.420435747,"Main Street, Cooraclare, Co. Clare",Clare
"Schull Road, Skibbereen, Co. Cork",60000,0,0.0,Site,,51.551561079525584,-9.288104494,"Schull Road, Skibbereen, Co. Cork",Cork
"Kilcloggan, Templetown, Fethard-On-Sea, Co. Wexford",Price on Application,0,0.0,Site,,52.19414952243039,-6.898893457,"Kilcloggan, Templetown, Fethard-On-Sea, Co. Wexford",Wexford
"Churchfield, Knock, Co. Mayo",Price on Application,0,0.0,Site,,53.784994,-8.915288,"Churchfield, Knock, Co. Mayo",Mayo
"6 Carrigfadda Heights (SERVICED SITE), Skibbereen, Co. Cork",145000,0,0.0,Site,,51.540410084411405,-9.266283856,"6 Carrigfadda Heights (SERVICED SITE), Skibbereen, Co. Cork",Cork
"Site 1, Grattan Road, The Claddagh, Galway City, Co. Galway, H91XV8P",525000,0,0.0,Site,,53.263385,-9.059332,"Site 1, Grattan Road, The Claddagh, Galway City, Co. Galway, H91XV8P",Galway
"Ferry Cottage, Tarbert Island, Tarbert, Co. Kerry, V31YY45",159000,2,1.0,Detached,E2,52.587021,-9.364575,"Ferry Cottage, Tarbert Island, Tarbert, Co. Kerry, V31YY45",Kerry
"Cloondace, Knock, Co. Mayo",42000,0,0.0,Site,,53.803295800434256,-8.915043786,"Cloondace, Knock, Co. Mayo",Mayo
"Cloondace, Knock, Co. Mayo",35000,0,0.0,Site,,53.803306007166725,-8.915466657,"Cloondace, Knock, Co. Mayo",Mayo
"24 North Main Street, Bandon, Co. Cork, P72RX01",265000,5,4.0,Terrace,E2,51.747218,-8.738027,"24 North Main Street, Bandon, Co. Cork, P72RX01",Cork
"Cloondace, Knock, Co. Mayo",77000,0,0.0,Site,,53.803546682460905,-8.915156264,"Cloondace, Knock, Co. Mayo",Mayo
"Ballinacarrig Lower, Rathdrum, Co. Wicklow",130000,0,0.0,Site,,52.89603564,-6.240225046,"Ballinacarrig Lower, Rathdrum, Co. Wicklow",Wicklow
"Tawnaghalaghan, Barnesmore, Donegal Town, Co. Donegal",40000,0,0.0,Site,,54.69856899852567,-7.998988103,"Tawnaghalaghan, Barnesmore, Donegal Town, Co. Donegal",Donegal
"Main Street, Ballaghaderreen, Co. Roscommon",205000,0,0.0,Site,,53.90162973893533,-8.579377187,"Main Street, Ballaghaderreen, Co. Roscommon",Roscommon
"Waterview, Turloughmore, Co. Galway",45000,0,0.0,Site,,53.395103,-8.849823,"Waterview, Turloughmore, Co. Galway",Galway
